feature,Class,Category,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,Mass,Sum.Formula,Total.FA,Total.C,Total.DB,Total.OH,FA,FA.C,FA.DB,FA.OH,LCB,LCB2,LCB.C,LCB.DB,LCB.OH,LCB.Bond.Type,FA1,FA1.C,FA1.DB,FA1.OH,FA1.Bond.Type,FA2,FA2.C,FA2.DB,FA2.OH,FA2.Bond.Type,FA3,FA3.C,FA3.DB,FA3.OH,FA3.Bond.Type,FA4,FA4.C,FA4.DB,FA4.OH,FA4.Bond.Type,Lipid.Maps.Category,Lipid.Maps.Class,Lipid.Maps.Subclass,Cellular.Component,Function,Bond.type,Headgroup.Charge,Lateral.Diffusion,Bilayer.Thickness,Intrinsic.Curvature,Transition.Temperature,FA.Unsaturation.Category1,FA.Unsaturation.Category2,FA.Chain.Length.Category1,FA.Chain.Length.Category2,FA.Chain.Length.Category3,LION.abbr,GATOM.abbr,LIPIDMAPS.reaction.abbr
Cer 38:0;O3,Cer[NP],SP,Cer 38:0;O3,,,SPECIES,611.58526,C38H77NO4,38:0;O3,38,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(38:0),Cer 38:0;O3,Ceramide
Cer 40:0;O3,Cer[NP],SP,Cer 40:0;O3,,,SPECIES,639.61656,C40H81NO4,40:0;O3,40,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(40:0),Cer 40:0;O3,Ceramide
Cer 42:0;O3,Cer[NP],SP,Cer 42:0;O3,,,SPECIES,667.64786,C42H85NO4,42:0;O3,42,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(42:0),Cer 42:0;O3,Ceramide
Cer 44:0;O3,Cer[NP],SP,Cer 44:0;O3,,,SPECIES,695.67916,C44H89NO4,44:0;O3,44,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(44:0),Cer 44:0;O3,Ceramide
Cer 46:0;O3,Cer[NP],SP,Cer 46:0;O3,,,SPECIES,723.71046,C46H93NO4,46:0;O3,46,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(46:0),Cer 46:0;O3,Ceramide
Cer 32:0;O4,Cer[AP],SP,Cer 32:0;O4,,,SPECIES,543.48627,C32H65NO5,32:0;O4,32,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(32:0),Cer 32:0;O4,Ceramide
Cer 34:0;O4,Cer[AP],SP,Cer 34:0;O4,,,SPECIES,571.51757,C34H69NO5,34:0;O4,34,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(34:0),Cer 34:0;O4,Ceramide
Cer 36:0;O4,Cer[AP],SP,Cer 36:0;O4,,,SPECIES,599.54887,C36H73NO5,36:0;O4,36,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(36:0),Cer 36:0;O4,Ceramide
Cer 38:0;O4,Cer[AP],SP,Cer 38:0;O4,,,SPECIES,627.58017,C38H77NO5,38:0;O4,38,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(38:0),Cer 38:0;O4,Ceramide
Cer 40:0;O4,Cer[AP],SP,Cer 40:0;O4,,,SPECIES,655.61147,C40H81NO5,40:0;O4,40,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(40:0),Cer 40:0;O4,Ceramide
Cer 42:0;O4,Cer[AP],SP,Cer 42:0;O4,,,SPECIES,683.64278,C42H85NO5,42:0;O4,42,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(42:0),Cer 42:0;O4,Ceramide
Cer 44:0;O4,Cer[AP],SP,Cer 44:0;O4,,,SPECIES,711.67408,C44H89NO5,44:0;O4,44,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(44:0),Cer 44:0;O4,Ceramide
Cer 46:0;O4,Cer[AP],SP,Cer 46:0;O4,,,SPECIES,739.70538,C46H93NO5,46:0;O4,46,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphingolipids [SP],ceramides [SP02],N-acyl-4-hydroxysphinganines (phytoceramides) [SP0203],endoplasmic reticulum (ER)|plasma membrane,lipid-mediated signalling,,,,,negative intrinsic curvature,,,,,,,Cer(46:0),Cer 46:0;O4,Ceramide
SM 18:1;O2/14:0,SM,SP,SM 32:1;O2,SM 18:1;O2/14:0,SM 18:1;O2/14:0,SN_POSITION,674.53628,C37H75N2O6P,32:1;O2,32,1,2,18:1;O2|14:0,18|14,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,14:00,14,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,average transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 13-15 carbons,Long-chain FA|Long-chain FA,SM(d18:1/14:0),SM(d18:1/14:0),Sphingomyelin
SM 18:1;O2/14:1,SM,SP,SM 32:2;O2,SM 18:1;O2/14:1,SM 18:1;O2/14:1,SN_POSITION,672.52063,C37H73N2O6P,32:2;O2,32,2,2,18:1;O2|14:1,18|14,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,14:01,14,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,low transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 13-15 carbons,Long-chain FA|Long-chain FA,SM(d18:1/14:1),SM(d18:1/14:1),Sphingomyelin
SM 18:1;O2/16:0,SM,SP,SM 34:1;O2,SM 18:1;O2/16:0,SM 18:1;O2/16:0,SN_POSITION,702.56758,C39H79N2O6P,34:1;O2,34,1,2,18:1;O2|16:0,18|16,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,SM(d18:1/16:0),SM(d18:1/16:0),Sphingomyelin
SM 18:1;O2/16:1,SM,SP,SM 34:2;O2,SM 18:1;O2/16:1,SM 18:1;O2/16:1,SN_POSITION,700.55193,C39H77N2O6P,34:2;O2,34,2,2,18:1;O2|16:1,18|16,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,16:01,16,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,average transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,SM(d18:1/16:1),SM(d18:1/16:1),Sphingomyelin
SM 18:1;O2/18:0,SM,SP,SM 36:1;O2,SM 18:1;O2/18:0,SM 18:1;O2/18:0,SN_POSITION,730.59888,C41H83N2O6P,36:1;O2,36,1,2,18:1;O2|18:0,18|18,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,SM(d18:1/18:0),SM(d18:1/18:0),Sphingomyelin
SM 18:1;O2/18:1,SM,SP,SM 36:2;O2,SM 18:1;O2/18:1,SM 18:1;O2/18:1,SN_POSITION,728.58323,C41H81N2O6P,36:2;O2,36,2,2,18:1;O2|18:1,18|18,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,18:01,18,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,average transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,SM(d18:1/18:1),SM(d18:1/18:1),Sphingomyelin
SM 18:1;O2/20:0,SM,SP,SM 38:1;O2,SM 18:1;O2/20:0,SM 18:1;O2/20:0,SN_POSITION,758.63018,C43H87N2O6P,38:1;O2,38,1,2,18:1;O2|20:0,18|20,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,SM(d18:1/20:0),SM(d18:1/20:0),Sphingomyelin
SM 18:1;O2/20:1,SM,SP,SM 38:2;O2,SM 18:1;O2/20:1,SM 18:1;O2/20:1,SN_POSITION,756.61453,C43H85N2O6P,38:2;O2,38,2,2,18:1;O2|20:1,18|20,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,20:01,20,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,SM(d18:1/20:1),SM(d18:1/20:1),Sphingomyelin
SM 18:1;O2/22:0,SM,SP,SM 40:1;O2,SM 18:1;O2/22:0,SM 18:1;O2/22:0,SN_POSITION,786.66148,C45H91N2O6P,40:1;O2,40,1,2,18:1;O2|22:0,18|22,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/22:0),SM(d18:1/22:0),Sphingomyelin
SM 18:1;O2/22:1,SM,SP,SM 40:2;O2,SM 18:1;O2/22:1,SM 18:1;O2/22:1,SN_POSITION,784.64583,C45H89N2O6P,40:2;O2,40,2,2,18:1;O2|22:1,18|22,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,22:01,22,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/22:1),SM(d18:1/22:1),Sphingomyelin
SM 18:1;O2/24:0,SM,SP,SM 42:1;O2,SM 18:1;O2/24:0,SM 18:1;O2/24:0,SN_POSITION,814.69278,C47H95N2O6P,42:1;O2,42,1,2,18:1;O2|24:0,18|24,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/24:0),SM(d18:1/24:0),Sphingomyelin
SM 18:1;O2/24:1,SM,SP,SM 42:2;O2,SM 18:1;O2/24:1,SM 18:1;O2/24:1,SN_POSITION,812.67713,C47H93N2O6P,42:2;O2,42,2,2,18:1;O2|24:1,18|24,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/24:1),SM(d18:1/24:1),Sphingomyelin
SM 18:1;O2/24:2,SM,SP,SM 42:3;O2,SM 18:1;O2/24:2,SM 18:1;O2/24:2,SN_POSITION,810.66148,C47H91N2O6P,42:3;O2,42,3,2,18:1;O2|24:2,18|24,1|2,2|0,18:1;O2,d18:1,18,1,2,LCB,24:02:00,24,2,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|Polyunsaturated fatty acid,Monounsaturated fatty acid|FA with 2 double bonds,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/24:2),SM(d18:1/24:2),Sphingomyelin
SM 18:1;O2/24:3,SM,SP,SM 42:4;O2,SM 18:1;O2/24:3,SM 18:1;O2/24:3,SN_POSITION,808.64583,C47H89N2O6P,42:4;O2,42,4,2,18:1;O2|24:3,18|24,1|3,2|0,18:1;O2,d18:1,18,1,2,LCB,24:03:00,24,3,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|Polyunsaturated fatty acid,Monounsaturated fatty acid|FA with more than 2 double bonds,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/24:3),SM(d18:1/24:3),Sphingomyelin
SM 18:1;O2/24:4,SM,SP,SM 42:5;O2,SM 18:1;O2/24:4,SM 18:1;O2/24:4,SN_POSITION,806.63018,C47H87N2O6P,42:5;O2,42,5,2,18:1;O2|24:4,18|24,1|4,2|0,18:1;O2,d18:1,18,1,2,LCB,1.002777778,24,4,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,high transition temperature,FA with less than 2 double bonds|Polyunsaturated fatty acid,Monounsaturated fatty acid|FA with more than 2 double bonds,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/24:4),SM(d18:1/24:4),Sphingomyelin
SM 18:1;O2/24:5,SM,SP,SM 42:6;O2,SM 18:1;O2/24:5,SM 18:1;O2/24:5,SN_POSITION,804.61453,C47H85N2O6P,42:6;O2,42,6,2,18:1;O2|24:5,18|24,1|5,2|0,18:1;O2,d18:1,18,1,2,LCB,1.003472222,24,5,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,high transition temperature,FA with less than 2 double bonds|Polyunsaturated fatty acid,Monounsaturated fatty acid|FA with more than 2 double bonds,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/24:5),SM(d18:1/24:5),Sphingomyelin
SM 18:1;O2/26:0,SM,SP,SM 44:1;O2,SM 18:1;O2/26:0,SM 18:1;O2/26:0,SN_POSITION,842.72408,C49H99N2O6P,44:1;O2,44,1,2,18:1;O2|26:0,18|26,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,26:00:00,26,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with more than 24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/26:0),SM(d18:1/26:0),Sphingomyelin
SM 18:1;O2/26:1,SM,SP,SM 44:2;O2,SM 18:1;O2/26:1,SM 18:1;O2/26:1,SN_POSITION,840.70843,C49H97N2O6P,44:2;O2,44,2,2,18:1;O2|26:1,18|26,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,26:01:00,26,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with more than 24 carbons,Long-chain FA|Very long-chain FA,SM(d18:1/26:1),SM(d18:1/26:1),Sphingomyelin
SM 18:0;O2/14:0,DHSM,SP,SM 32:0;O2,SM 18:0;O2/14:0,SM 18:0;O2/14:0,FULL_STRUCTURE,676.55193,C37H77N2O6P,32:0;O2,32,0,2,18:0;O2|14:0,18|14,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,14:00,14,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 13-15 carbons,Long-chain FA|Long-chain FA,SM(d18:0/14:0),SM(d18:0/14:0),Dihydrosphingomyelin
SM 18:0;O2/16:0,DHSM,SP,SM 34:0;O2,SM 18:0;O2/16:0,SM 18:0;O2/16:0,FULL_STRUCTURE,704.58323,C39H81N2O6P,34:0;O2,34,0,2,18:0;O2|16:0,18|16,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,SM(d18:0/16:0),SM(d18:0/16:0),Dihydrosphingomyelin
SM 18:0;O2/18:0,DHSM,SP,SM 36:0;O2,SM 18:0;O2/18:0,SM 18:0;O2/18:0,FULL_STRUCTURE,732.61453,C41H85N2O6P,36:0;O2,36,0,2,18:0;O2|18:0,18|18,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,SM(d18:0/18:0),SM(d18:0/18:0),Dihydrosphingomyelin
SM 18:0;O2/20:0,DHSM,SP,SM 38:0;O2,SM 18:0;O2/20:0,SM 18:0;O2/20:0,FULL_STRUCTURE,760.64583,C43H89N2O6P,38:0;O2,38,0,2,18:0;O2|20:0,18|20,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,SM(d18:0/20:0),SM(d18:0/20:0),Dihydrosphingomyelin
SM 18:0;O2/22:0,DHSM,SP,SM 40:0;O2,SM 18:0;O2/22:0,SM 18:0;O2/22:0,FULL_STRUCTURE,788.67713,C45H93N2O6P,40:0;O2,40,0,2,18:0;O2|22:0,18|22,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:0/22:0),SM(d18:0/22:0),Dihydrosphingomyelin
SM 18:0;O2/24:0,DHSM,SP,SM 42:0;O2,SM 18:0;O2/24:0,SM 18:0;O2/24:0,FULL_STRUCTURE,816.70843,C47H97N2O6P,42:0;O2,42,0,2,18:0;O2|24:0,18|24,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],phosphosphingolipids [SP03],ceramide phosphocholines (sphingomyelins) [SP0301],plasma membrane|golgi apparatus|endosome/lysosome,membrane component,,headgroup with positive charge / zwitter-ion,,,,very high transition temperature,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,SM(d18:0/24:0),SM(d18:0/24:0),Dihydrosphingomyelin
